-0.796	-0.589
-0.32	-0.667
-0.156	-0.62
-0.062	-0.284
-0.029	-0.294
-0.632	-0.191
-0.599	-1.35
-1.1	-0.826
-0.691	-0.244
-0.291	-0.52
-0.529	-1.06
-0.114	-0.82
-0.733	-0.699
-0.285	-0.395
-0.194	-0.166
-0.629	-0.834
-0.172	-0.189
-0.271	-0.314
-0.651	-2.16
-1.41	-0.113
-0.979	-0.338
-0.226	-0.818
-0.223	-0.5
-0.603	-0.636
-0.717	-0.245
-0.0915	-0.122
-0.128	-0.632
-0.611	-0.577
-0.671	-0.0422
-0.67	-0.00898
-0.544	-0.354
-1.06	-0.179
-0.0926	-0.313
-1.92	-0.633
-0.356	-1.58
-0.722	-0.651
-0.252	-0.29
-0.769	-0.035
-0.966	-0.937
-1.55	-1.06
-0.563	-0.556
-0.276	-0.211
-0.0693	-0.0363
-0.115	-0.258
-0.0328	-0.852
-1.12	-0.512
-0.787	-0.827
-0.101	-0.479
-1.88	-1.05
-0.881	-0.776
-0.0668	-1.09
-0.0631	-1.09
-0.89	-0.659
-0.711	-0.114
-2.45	-0.239
-0.0432	-0.256
-0.192	-1.42
-0.039	-1.2
-0.349	-0.158
-0.124	-0.801
-1.15	-0.286
-1.02	-0.204
-0.0988	-2
-0.302	-0.354
-0.464	-0.792
-0.429	-0.457
-0.256	-0.179
-0.567	-0.557
-1.06	-0.838
-0.362	-1.08
-0.517	-0.333
-0.299	-0.113
-0.666	-0.795
-0.21	-0.841
-0.706	-0.692
-0.115	-0.887
-0.164	-0.0244
-0.849	-1.14
-2	-0.205
-0.135	-0.856
-0.0988	-1.38
-0.859	-0.838
-1.17	-0.11
-0.138	-1
-0.199	-0.103
-0.494	-0.565
-0.0707	-0.388
-0.294	-0.625
-1.99	-0.351
-1.41	-1.71
-0.113	-0.0387
-0.216	-0.0991
-0.259	-0.561
-0.337	-0.495
-0.0462	-0.259
-0.617	-0.1
-0.143	-0.383
-0.814	-0.593
-0.547	-1.58
-0.161	-0.24
-1.12	-0.411
-0.55	-0.406
-0.885	-1.79
-0.398	-0.283
-0.69	-0.866
-0.103	-1.29
-0.435	-0.218
-0.774	-0.194
-1.13	-0.753
-0.0832	-1.36
-0.186	-0.0534
-0.947	-0.655
-2.16	-0.368
-0.059	-0.271
-0.757	-0.735
-1.39	-0.184
-0.0737	-1.02
-1.02	-0.715
