-0.118	-0.277
-0.0626	-0.192
-0.509	-1.29
-0.189	-0.865
-0.317	-0.22
-0.35	-0.0195
-0.294	-0.465
-0.294	-0.502
-0.188	-0.00157
-1.94	-0.858
-0.335	-0.779
-1.47	-0.302
-1.19	-0.452
-0.407	-0.0518
-0.146	-0.178
-0.0183	-0.837
-0.605	-0.157
-2.33	-1.52
-0.513	-0.00205
-0.357	-0.498
-0.146	-2.27
-1.06	-0.935
-0.526	-0.433
-0.538	-0.387
-0.0611	-1.06
-0.594	-0.257
-0.211	-0.0357
-0.926	-0.788
-0.365	-0.158
-0.459	-0.286
-0.301	-0.479
-0.882	-0.132
-0.027	-0.0117
-0.155	-0.269
-1.35	-0.159
-0.781	-1.33
-1.14	-0.184
-0.0211	-0.475
-0.711	-0.858
-0.582	-0.47
-1.73	-0.228
-0.719	-0.527
-0.621	-0.447
-0.761	-0.721
-0.531	-0.0357
-0.199	-0.274
-0.191	-0.895
-0.0269	-0.823
-0.624	-0.629
-1.49	-0.0532
-0.766	-0.846
-0.282	-0.143
-0.0464	-0.0366
-0.324	-0.0701
-0.659	-0.0157
-0.00172	-0.715
-0.105	-1.08
-1.19	-0.0866
-0.519	-0.704
-0.451	-0.864
-0.182	-0.215
-0.512	-0.47
-0.00152	-0.121
-0.777	-0.276
-0.51	-1.91
-0.472	-0.191
-0.903	-1.1
-0.619	-1.14
-0.574	-0.465
-0.449	-0.115
-0.0954	-0.233
-0.452	-0.421
-2.57	-0.179
-0.0794	-0.809
-0.0651	-0.258
-0.387	-1.07
-0.427	-1.05
-1.31	-0.899
-0.103	-0.125
-1.26	-0.922
-0.712	-0.787
-0.127	-0.177
-0.784	-1.16
-1.14	-0.603
-0.554	-0.51
-0.909	-1.22
-0.179	-0.21
-0.153	-0.672
-0.462	-0.327
-0.324	-0.768
-0.705	-0.107
-0.214	-0.408
-0.306	-1.51
-0.807	-0.934
-0.0306	-0.55
-0.279	-0.92
-0.046	-0.752
-0.563	-0.647
-0.0246	-0.116
-0.0681	-0.216
-1.35	-1.79
-1.13	-1.03
-0.58	-0.114
-0.198	-0.53
-0.0227	-0.155
-0.487	-0.852
-0.0515	-0.75
-0.65	-0.0396
-0.656	-0.145
-1.09	-0.119
-0.056	-1.71
-2.65	-1.76
-0.561	-1.47
-0.481	-0.853
-0.394	-0.171
-0.406	-0.446
-0.36	-0.292
-1.33	-0.413
-0.959	-0.24
-0.775	-0.0534
-1.08	-1.33
-0.0215	-0.415
-0.636	0.308
-1.07	0.123
-0.294	0.278
-0.00655	0.989
-0.68	0.414
-0.139	0.624
-0.075	0.579
-1.18	0.297
-0.799	0.761
-0.433	0.24
-0.221	0.358
-0.787	0.0628
-0.186	0.732
-0.133	0.501
-1.03	0.449
-0.0698	0.0524
-0.673	0.647
-0.0767	0.868
-0.668	0.346
-0.306	0.715
-0.571	0.11
-0.339	0.913
-0.287	0.0665
-0.0393	0.301
-2.02	1.62
-1.14	0.229
-0.282	0.506
-0.749	0.329
-0.288	0.596
-0.0346	0.524
-0.229	0.935
-0.775	0.473
-0.902	1.69
-0.755	0.553
-1.77	0.447
-0.76	0.355
-0.511	0.361
-0.956	0.682
-0.751	0.188
-0.854	0.318
-0.337	0.803
-0.28	1.12
-1.38	0.542
-0.153	0.991
-0.0273	0.288
-0.182	1.43
-0.555	1.03
-0.343	0.67
-1.36	0.361
-0.209	0.537
-1.57	1.36
-0.104	1.02
-0.0493	0.0952
-0.189	1.41
-0.14	1.6
-0.427	0.0382
-1.26	0.518
-0.0546	0.626
-1.03	0.709
-0.0666	0.626
-0.6	1.24
-0.501	0.374
-1.41	0.868
-0.112	0.00185
-0.447	0.339
-0.374	0.472
-1.89	1.01
-0.45	0.896
-0.337	0.493
-0.447	0.935
-0.197	0.807
-0.954	0.471
-0.568	1.28
-0.0537	0.766
-0.973	0.183
-0.227	0.791
-0.543	0.111
-0.959	0.192
-0.764	0.85
-0.532	0.267
-0.662	0.857
-0.0757	1.01
-0.178	0.292
-0.0978	0.341
-0.448	0.89
-1.86	0.102
-0.474	0.177
