-0.564	-0.104
-0.809	-0.614
-0.621	-1
-0.811	-0.408
-0.549	-0.707
-0.192	-0.221
-0.271	-1.41
-0.28	-0.673
-0.0839	-0.58
-0.31	-0.326
-0.59	-0.0439
-0.0859	-0.422
-0.406	-0.116
-0.233	-0.551
-0.251	-1.01
-0.471	-0.415
-0.571	-0.666
-0.17	-0.217
-0.229	-1.54
-0.976	-0.183
-0.222	-0.989
-1.12	-0.776
-1.02	-0.584
-0.611	-0.0323
-0.707	-0.328
-0.367	-0.135
-0.649	-0.0817
-0.189	-0.232
-1.01	-0.202
-0.0309	-0.0919
-0.502	-0.661
-0.658	-0.748
-0.28	-1.31
-0.629	-0.173
-0.0111	-0.337
-0.564	-0.0453
-0.418	-0.74
-1.1	-0.265
-0.359	-0.652
-0.278	-0.28
-2.48	-1.02
-0.852	-0.963
-0.278	-0.808
-0.176	-1.58
-1.32	-0.768
-1.43	-0.0652
-0.925	-0.469
-1.23	-0.346
-0.821	-1.31
-0.565	-0.183
-0.472	-0.0231
-1.91	-0.235
-0.702	-0.307
-0.224	-1.38
-0.953	-1.01
-0.605	-1.06
-0.316	-0.373
-0.669	-0.782
-1.23	-1.34
-0.748	-0.643
-0.451	-0.0609
-0.523	-0.777
-0.465	-0.413
-0.0743	-0.707
-0.178	-0.205
-0.773	-0.0723
-0.214	-0.264
-0.23	-1.36
-0.678	-0.284
-0.382	-0.141
-0.222	-0.4
-0.0845	-0.221
-0.0599	-1.64
-0.692	-0.603
-0.369	-0.0863
-0.625	-0.737
-0.53	-0.677
-0.471	-0.159
-0.787	-1.01
-0.0542	-0.889
-0.154	-1.21
-0.127	-0.287
-0.357	-0.71
-1.48	-0.467
-0.747	-0.929
-0.864	-0.476
-0.0866	-0.534
-0.69	-0.476
-0.404	-0.387
-0.199	-0.0192
-0.519	-1.09
-0.123	-0.484
-0.764	-1.21
-1.03	-0.564
-0.0196	-0.369
-0.0887	-0.164
-0.545	-0.122
-0.354	-0.523
-0.762	-0.103
-0.696	-0.814
-0.748	-0.00547
-0.374	-0.849
-0.233	-0.426
-0.318	-0.5
-0.51	-0.902
-0.145	-0.363
-0.56	-0.214
-0.176	-0.153
-0.775	-0.00516
-1.91	-0.948
-0.207	-0.941
-0.235	-0.707
-0.263	-1.37
-0.0995	-0.347
-0.23	-0.44
-0.944	-0.205
-0.517	-0.202
-1.65	-0.291
-0.195	-1.17
-0.0396	-0.0263
-1.51	-0.572
-0.292	-0.544
-1.62	-1.05
-0.139	-0.344
-0.215	-0.448
-0.677	-0.92
-0.219	-0.417
-0.195	-0.243
-0.0279	-1.94
-0.164	-0.384
-0.418	-0.247
-1.11	-0.551
-0.252	-0.558
-0.499	-0.224
-0.421	-1.11
-0.782	-0.345
-0.249	-0.5
